,season,start_date,home_team,home_conference,home_points,away_id,away_team,away_conference,away_points
55,1992,1992-10-31T00:00:00.000Z,Iowa,Big Ten,15,194,Ohio State,Big Ten,38
56,1992,1992-11-07T00:00:00.000Z,Illinois,Big Ten,20,2509,Purdue,Big Ten,17
57,1992,1992-11-07T00:00:00.000Z,Indiana,Big Ten,0,2294,Iowa,Big Ten,14
58,1992,1992-11-07T00:00:00.000Z,Northwestern,Big Ten,7,130,Michigan,Big Ten,40
59,1992,1992-11-07T00:00:00.000Z,Michigan State,Big Ten,26,275,Wisconsin,Big Ten,10
60,1992,1992-11-07T00:00:00.000Z,Ohio State,Big Ten,17,135,Minnesota,Big Ten,0
61,1992,1992-11-14T00:00:00.000Z,Illinois,Big Ten,22,130,Michigan,Big Ten,22
62,1992,1992-11-14T00:00:00.000Z,Iowa,Big Ten,56,77,Northwestern,Big Ten,14
63,1992,1992-11-14T00:00:00.000Z,Michigan State,Big Ten,35,2509,Purdue,Big Ten,13
64,1992,1992-11-14T00:00:00.000Z,Indiana,Big Ten,10,194,Ohio State,Big Ten,27
65,1992,1992-11-14T00:00:00.000Z,Wisconsin,Big Ten,34,135,Minnesota,Big Ten,6
66,1992,1992-11-21T00:00:00.000Z,Illinois,Big Ten,14,127,Michigan State,Big Ten,10
67,1992,1992-11-21T00:00:00.000Z,Michigan,Big Ten,13,194,Ohio State,Big Ten,13
68,1992,1992-11-21T00:00:00.000Z,Minnesota,Big Ten,28,2294,Iowa,Big Ten,13
69,1992,1992-11-21T00:00:00.000Z,Northwestern,Big Ten,27,275,Wisconsin,Big Ten,25
70,1992,1992-11-21T00:00:00.000Z,Purdue,Big Ten,13,84,Indiana,Big Ten,10
0,1993,1993-09-04T00:00:00.000Z,Indiana,Big Ten,27,2649,Toledo,Mid-American,0
1,1993,1993-09-04T00:00:00.000Z,Iowa,Big Ten,26,202,Tulsa,FBS Independents,25
2,1993,1993-09-04T00:00:00.000Z,Michigan,Big Ten,41,265,Washington State,Pac-10,14
3,1993,1993-09-04T00:00:00.000Z,NC State,ACC,20,2509,Purdue,Big Ten,7
4,1993,1993-09-04T00:00:00.000Z,Notre Dame,FBS Independents,27,77,Northwestern,Big Ten,12
5,1993,1993-09-04T00:00:00.000Z,Ohio State,Big Ten,34,242,Rice,Southwest,7
6,1993,1993-09-04T00:00:00.000Z,Penn State,Big Ten,38,135,Minnesota,Big Ten,20
7,1993,1993-09-04T00:00:00.000Z,Wisconsin,Big Ten,35,2440,Nevada,Big West,17
8,1993,1993-09-11T00:00:00.000Z,Indiana,Big Ten,28,2459,Northern Illinois,Big West,10
9,1993,1993-09-11T00:00:00.000Z,Iowa State,Big 8,28,2294,Iowa,Big Ten,31
10,1993,1993-09-11T00:00:00.000Z,Michigan State,Big Ten,31,2305,Kansas,Big 8,14
11,1993,1993-09-11T00:00:00.000Z,Minnesota,Big Ten,27,282,Indiana State,,10
12,1993,1993-09-11T00:00:00.000Z,Missouri,Big 8,31,356,Illinois,Big Ten,3
13,1993,1993-09-11T00:00:00.000Z,Michigan,Big Ten,23,87,Notre Dame,FBS Independents,27
14,1993,1993-09-11T00:00:00.000Z,Ohio State,Big Ten,21,264,Washington,Pac-10,12
15,1993,1993-09-11T00:00:00.000Z,Penn State,Big Ten,21,30,USC,Pac-10,20
16,1993,1993-09-11T00:00:00.000Z,Purdue,Big Ten,28,2711,Western Michigan,Mid-American,13
17,1993,1993-09-11T00:00:00.000Z,SMU,Southwest,16,275,Wisconsin,Big Ten,24
18,1993,1993-09-18T00:00:00.000Z,Illinois,Big Ten,14,12,Arizona,Pac-10,16
19,1993,1993-09-18T00:00:00.000Z,Indiana,Big Ten,24,96,Kentucky,SEC,8
20,1993,1993-09-18T00:00:00.000Z,Minnesota,Big Ten,25,2306,Kansas State,Big 8,30
21,1993,1993-09-18T00:00:00.000Z,Northwestern,Big Ten,22,103,Boston College,Big East,21
22,1993,1993-09-18T00:00:00.000Z,Notre Dame,FBS Independents,36,127,Michigan State,Big Ten,14
23,1993,1993-09-18T00:00:00.000Z,Pittsburgh,Big East,28,194,Ohio State,Big Ten,63
24,1993,1993-09-18T00:00:00.000Z,Iowa,Big Ten,0,213,Penn State,Big Ten,31
25,1993,1993-09-18T00:00:00.000Z,Wisconsin,Big Ten,28,66,Iowa State,Big 8,7
26,1993,1993-09-25T00:00:00.000Z,Michigan,Big Ten,42,248,Houston,Southwest,21
27,1993,1993-09-25T00:00:00.000Z,Michigan State,Big Ten,48,2117,Central Michigan,Mid-American,34
28,1993,1993-09-25T00:00:00.000Z,Northwestern,Big Ten,26,154,Wake Forest,ACC,14
29,1993,1993-09-25T00:00:00.000Z,Purdue,Big Ten,0,87,Notre Dame,FBS Independents,17
30,1993,1993-09-25T00:00:00.000Z,Illinois,Big Ten,7,2483,Oregon,Pac-10,13
31,1993,1993-09-25T00:00:00.000Z,Penn State,Big Ten,31,164,Rutgers,Big East,7
32,1993,1993-09-25T00:00:00.000Z,San Diego State,Western Athletic,48,135,Minnesota,Big Ten,17
33,1993,1993-09-25T00:00:00.000Z,Indiana,Big Ten,15,275,Wisconsin,Big Ten,27
34,1993,1993-10-02T00:00:00.000Z,Purdue,Big Ten,10,356,Illinois,Big Ten,28
35,1993,1993-10-02T00:00:00.000Z,Minnesota,Big Ten,19,84,Indiana,Big Ten,23
36,1993,1993-10-02T00:00:00.000Z,Michigan,Big Ten,24,2294,Iowa,Big Ten,7
37,1993,1993-10-02T00:00:00.000Z,Ohio State,Big Ten,51,77,Northwestern,Big Ten,3
38,1993,1993-10-02T00:00:00.000Z,Maryland,ACC,7,213,Penn State,Big Ten,70
39,1993,1993-10-09T00:00:00.000Z,Indiana,Big Ten,16,2294,Iowa,Big Ten,10
40,1993,1993-10-09T00:00:00.000Z,Michigan State,Big Ten,17,130,Michigan,Big Ten,7
41,1993,1993-10-09T00:00:00.000Z,Minnesota,Big Ten,59,2509,Purdue,Big Ten,56
42,1993,1993-10-09T00:00:00.000Z,Illinois,Big Ten,12,194,Ohio State,Big Ten,20
43,1993,1993-10-09T00:00:00.000Z,Wisconsin,Big Ten,53,77,Northwestern,Big Ten,14
44,1993,1993-10-16T00:00:00.000Z,Iowa,Big Ten,3,356,Illinois,Big Ten,49
45,1993,1993-10-16T00:00:00.000Z,Penn State,Big Ten,13,130,Michigan,Big Ten,21
46,1993,1993-10-16T00:00:00.000Z,Northwestern,Big Ten,26,135,Minnesota,Big Ten,28
47,1993,1993-10-16T00:00:00.000Z,Ohio State,Big Ten,28,127,Michigan State,Big Ten,21
48,1993,1993-10-16T00:00:00.000Z,Purdue,Big Ten,28,275,Wisconsin,Big Ten,42
49,1993,1993-10-23T00:00:00.000Z,Michigan,Big Ten,21,356,Illinois,Big Ten,24
50,1993,1993-10-23T00:00:00.000Z,Northwestern,Big Ten,0,84,Indiana,Big Ten,24
51,1993,1993-10-23T00:00:00.000Z,Michigan State,Big Ten,24,2294,Iowa,Big Ten,10
52,1993,1993-10-23T00:00:00.000Z,Minnesota,Big Ten,28,275,Wisconsin,Big Ten,21
53,1993,1993-10-23T00:00:00.000Z,Purdue,Big Ten,24,194,Ohio State,Big Ten,45
54,1993,1993-10-30T00:00:00.000Z,Illinois,Big Ten,20,77,Northwestern,Big Ten,13
55,1993,1993-10-30T00:00:00.000Z,Indiana,Big Ten,10,127,Michigan State,Big Ten,0
56,1993,1993-10-30T00:00:00.000Z,Iowa,Big Ten,26,2509,Purdue,Big Ten,17
57,1993,1993-10-30T00:00:00.000Z,Ohio State,Big Ten,24,213,Penn State,Big Ten,6
58,1993,1993-10-30T00:00:00.000Z,Wisconsin,Big Ten,13,130,Michigan,Big Ten,10
59,1993,1993-11-06T00:00:00.000Z,Illinois,Big Ten,23,135,Minnesota,Big Ten,20
60,1993,1993-11-06T00:00:00.000Z,Iowa,Big Ten,54,2459,Northern Illinois,Big West,20
61,1993,1993-11-06T00:00:00.000Z,Michigan,Big Ten,25,2509,Purdue,Big Ten,10
62,1993,1993-11-06T00:00:00.000Z,Michigan State,Big Ten,31,77,Northwestern,Big Ten,29
63,1993,1993-11-06T00:00:00.000Z,Ohio State,Big Ten,14,275,Wisconsin,Big Ten,14
64,1993,1993-11-06T00:00:00.000Z,Penn State,Big Ten,38,84,Indiana,Big Ten,31
65,1993,1993-11-13T00:00:00.000Z,Northwestern,Big Ten,19,2294,Iowa,Big Ten,23
66,1993,1993-11-13T00:00:00.000Z,Minnesota,Big Ten,7,130,Michigan,Big Ten,58
67,1993,1993-11-13T00:00:00.000Z,Purdue,Big Ten,24,127,Michigan State,Big Ten,27
68,1993,1993-11-13T00:00:00.000Z,Ohio State,Big Ten,23,84,Indiana,Big Ten,17
69,1993,1993-11-13T00:00:00.000Z,Penn State,Big Ten,28,356,Illinois,Big Ten,14
70,1993,1993-11-20T00:00:00.000Z,Indiana,Big Ten,24,2509,Purdue,Big Ten,17
71,1993,1993-11-20T00:00:00.000Z,Iowa,Big Ten,21,135,Minnesota,Big Ten,3
72,1993,1993-11-20T00:00:00.000Z,Michigan,Big Ten,28,194,Ohio State,Big Ten,0
73,1993,1993-11-20T00:00:00.000Z,Northwestern,Big Ten,21,213,Penn State,Big Ten,43
74,1993,1993-11-20T00:00:00.000Z,Illinois,Big Ten,10,275,Wisconsin,Big Ten,35
75,1993,1993-11-27T00:00:00.000Z,Michigan State,Big Ten,37,213,Penn State,Big Ten,38
76,1993,1993-12-05T00:00:00.000Z,Wisconsin,Big Ten,41,127,Michigan State,Big Ten,20
0,1994,1994-08-29T00:00:00.000Z,Ohio State,Big Ten,34,278,Fresno State,Western Athletic,10
1,1994,1994-09-01T00:00:00.000Z,Illinois,Big Ten,9,265,Washington State,Pac-10,10
2,1994,1994-09-03T00:00:00.000Z,Indiana,Big Ten,28,2132,Cincinnati,FBS Independents,3
3,1994,1994-09-03T00:00:00.000Z,Iowa,Big Ten,52,2117,Central Michigan,Mid-American,21
4,1994,1994-09-03T00:00:00.000Z,Michigan,Big Ten,34,103,Boston College,Big East,26
5,1994,1994-09-03T00:00:00.000Z,Northwestern,Big Ten,15,87,Notre Dame,FBS Independents,42
6,1994,1994-09-03T00:00:00.000Z,Minnesota,Big Ten,3,213,Penn State,Big Ten,56
7,1994,1994-09-10T00:00:00.000Z,Illinois,Big Ten,42,142,Missouri,Big 8,0
8,1994,1994-09-10T00:00:00.000Z,Indiana,Big Ten,35,193,Miami (OH),Mid-American,14
9,1994,1994-09-10T00:00:00.000Z,Iowa,Big Ten,37,66,Iowa State,Big 8,9
10,1994,1994-09-10T00:00:00.000Z,Kansas,Big 8,17,127,Michigan State,Big Ten,10
11,1994,1994-09-10T00:00:00.000Z,Notre Dame,FBS Independents,24,130,Michigan,Big Ten,26
12,1994,1994-09-10T00:00:00.000Z,Minnesota,Big Ten,33,1000044,Pacific,Big West,7
13,1994,1994-09-10T00:00:00.000Z,Penn State,Big Ten,38,30,USC,Pac-10,14
14,1994,1994-09-10T00:00:00.000Z,Purdue,Big Ten,51,2649,Toledo,Mid-American,17
15,1994,1994-09-10T00:00:00.000Z,Stanford,Pac-10,41,77,Northwestern,Big Ten,41
16,1994,1994-09-10T00:00:00.000Z,Washington,Pac-10,25,194,Ohio State,Big Ten,16
17,1994,1994-09-10T00:00:00.000Z,Wisconsin,Big Ten,56,2199,Eastern Michigan,Mid-American,0
18,1994,1994-09-17T00:00:00.000Z,Colorado,Big 8,55,275,Wisconsin,Big Ten,17
19,1994,1994-09-17T00:00:00.000Z,Illinois,Big Ten,34,2459,Northern Illinois,Big West,10
20,1994,1994-09-17T00:00:00.000Z,Kentucky,SEC,29,84,Indiana,Big Ten,59
21,1994,1994-09-17T00:00:00.000Z,Minnesota,Big Ten,40,21,San Diego State,Western Athletic,17
22,1994,1994-09-17T00:00:00.000Z,Air Force,Western Athletic,10,77,Northwestern,Big Ten,14
23,1994,1994-09-17T00:00:00.000Z,Michigan State,Big Ten,20,87,Notre Dame,FBS Independents,21
24,1994,1994-09-17T00:00:00.000Z,Ohio State,Big Ten,27,221,Pittsburgh,Big East,3
25,1994,1994-09-17T00:00:00.000Z,Penn State,Big Ten,61,2294,Iowa,Big Ten,21
26,1994,1994-09-17T00:00:00.000Z,Purdue,Big Ten,49,2050,Ball State,Mid-American,21
27,1994,1994-09-24T00:00:00.000Z,Michigan,Big Ten,26,38,Colorado,Big 8,27
28,1994,1994-09-24T00:00:00.000Z,Kansas State,Big 8,35,135,Minnesota,Big Ten,0
29,1994,1994-09-24T00:00:00.000Z,Michigan State,Big Ten,45,193,Miami (OH),Mid-American,10
30,1994,1994-09-24T00:00:00.000Z,Notre Dame,FBS Independents,39,2509,Purdue,Big Ten,21
31,1994,1994-09-24T00:00:00.000Z,Ohio State,Big Ten,52,248,Houston,Southwest,0
32,1994,1994-09-24T00:00:00.000Z,Oregon,Pac-10,40,2294,Iowa,Big Ten,18
33,1994,1994-09-24T00:00:00.000Z,Penn State,Big Ten,55,164,Rutgers,Big East,27
34,1994,1994-09-24T00:00:00.000Z,Wisconsin,Big Ten,62,84,Indiana,Big Ten,13
35,1994,1994-10-01T00:00:00.000Z,Indiana,Big Ten,25,135,Minnesota,Big Ten,14
36,1994,1994-10-01T00:00:00.000Z,Iowa,Big Ten,14,130,Michigan,Big Ten,29
37,1994,1994-10-01T00:00:00.000Z,Michigan State,Big Ten,29,275,Wisconsin,Big Ten,10
38,1994,1994-10-01T00:00:00.000Z,Northwestern,Big Ten,15,194,Ohio State,Big Ten,17
39,1994,1994-10-01T00:00:00.000Z,Temple,Big East,21,213,Penn State,Big Ten,48
40,1994,1994-10-01T00:00:00.000Z,Illinois,Big Ten,16,2509,Purdue,Big Ten,22
41,1994,1994-10-08T00:00:00.000Z,Ohio State,Big Ten,10,356,Illinois,Big Ten,24
42,1994,1994-10-08T00:00:00.000Z,Iowa,Big Ten,20,84,Indiana,Big Ten,27
43,1994,1994-10-08T00:00:00.000Z,Michigan,Big Ten,40,127,Michigan State,Big Ten,20
44,1994,1994-10-08T00:00:00.000Z,Purdue,Big Ten,49,135,Minnesota,Big Ten,37
45,1994,1994-10-08T00:00:00.000Z,Northwestern,Big Ten,14,275,Wisconsin,Big Ten,46
46,1994,1994-10-15T00:00:00.000Z,Illinois,Big Ten,47,2294,Iowa,Big Ten,7
47,1994,1994-10-15T00:00:00.000Z,Minnesota,Big Ten,31,77,Northwestern,Big Ten,37
48,1994,1994-10-15T00:00:00.000Z,Michigan State,Big Ten,7,194,Ohio State,Big Ten,23
49,1994,1994-10-15T00:00:00.000Z,Michigan,Big Ten,24,213,Penn State,Big Ten,31
50,1994,1994-10-15T00:00:00.000Z,Purdue,Big Ten,27,275,Wisconsin,Big Ten,27
51,1994,1994-10-22T00:00:00.000Z,Iowa,Big Ten,19,127,Michigan State,Big Ten,14
52,1994,1994-10-22T00:00:00.000Z,Illinois,Big Ten,14,130,Michigan,Big Ten,19
53,1994,1994-10-22T00:00:00.000Z,Wisconsin,Big Ten,14,135,Minnesota,Big Ten,17
54,1994,1994-10-22T00:00:00.000Z,Indiana,Big Ten,7,77,Northwestern,Big Ten,20
55,1994,1994-10-22T00:00:00.000Z,Ohio State,Big Ten,48,2509,Purdue,Big Ten,14
56,1994,1994-10-29T00:00:00.000Z,Northwestern,Big Ten,7,356,Illinois,Big Ten,28
57,1994,1994-10-29T00:00:00.000Z,Iowa,Big Ten,21,2509,Purdue,Big Ten,21
58,1994,1994-10-29T00:00:00.000Z,Michigan State,Big Ten,27,84,Indiana,Big Ten,21
59,1994,1994-10-29T00:00:00.000Z,Penn State,Big Ten,63,194,Ohio State,Big Ten,14
60,1994,1994-10-29T00:00:00.000Z,Michigan,Big Ten,19,275,Wisconsin,Big Ten,31
61,1994,1994-11-05T00:00:00.000Z,Minnesota,Big Ten,17,356,Illinois,Big Ten,21
62,1994,1994-11-05T00:00:00.000Z,Purdue,Big Ten,23,130,Michigan,Big Ten,45
63,1994,1994-11-05T00:00:00.000Z,Northwestern,Big Ten,17,127,Michigan State,Big Ten,35
64,1994,1994-11-05T00:00:00.000Z,Ohio State,Big Ten,24,275,Wisconsin,Big Ten,3
65,1994,1994-11-05T00:00:00.000Z,Indiana,Big Ten,29,213,Penn State,Big Ten,35
66,1994,1994-11-12T00:00:00.000Z,Iowa,Big Ten,49,77,Northwestern,Big Ten,13
67,1994,1994-11-12T00:00:00.000Z,Michigan,Big Ten,38,135,Minnesota,Big Ten,22
68,1994,1994-11-12T00:00:00.000Z,Michigan State,Big Ten,42,2509,Purdue,Big Ten,30
69,1994,1994-11-12T00:00:00.000Z,Indiana,Big Ten,17,194,Ohio State,Big Ten,32
70,1994,1994-11-12T00:00:00.000Z,Illinois,Big Ten,31,213,Penn State,Big Ten,35
71,1994,1994-11-12T00:00:00.000Z,Wisconsin,Big Ten,38,2132,Cincinnati,FBS Independents,7
72,1994,1994-11-19T00:00:00.000Z,Purdue,Big Ten,29,84,Indiana,Big Ten,33
73,1994,1994-11-19T00:00:00.000Z,Minnesota,Big Ten,42,2294,Iowa,Big Ten,49
74,1994,1994-11-19T00:00:00.000Z,Ohio State,Big Ten,22,130,Michigan,Big Ten,6
75,1994,1994-11-19T00:00:00.000Z,Penn State,Big Ten,45,77,Northwestern,Big Ten,17
76,1994,1994-11-19T00:00:00.000Z,Wisconsin,Big Ten,19,356,Illinois,Big Ten,13
77,1994,1994-11-26T00:00:00.000Z,Penn State,Big Ten,59,127,Michigan State,Big Ten,31
0,1995,1995-08-26T00:00:00.000Z,Michigan,Big Ten,18,258,Virginia,ACC,17
1,1995,1995-08-27T00:00:00.000Z,Ohio State,Big Ten,38,103,Boston College,Big East,6
2,1995,1995-09-02T00:00:00.000Z,Wisconsin,Big Ten,7,38,Colorado,Big 8,43
3,1995,1995-09-02T00:00:00.000Z,Illinois,Big Ten,14,130,Michigan,Big Ten,38
4,1995,1995-09-02T00:00:00.000Z,Notre Dame,FBS Independents,15,77,Northwestern,Big Ten,17
5,1995,1995-09-02T00:00:00.000Z,West Virginia,Big East,24,2509,Purdue,Big Ten,26
6,1995,1995-09-09T00:00:00.000Z,Indiana,Big Ten,24,2711,Western Michigan,Mid-American,10
7,1995,1995-09-09T00:00:00.000Z,Iowa,Big Ten,34,2460,Northern Iowa,,13
8,1995,1995-09-09T00:00:00.000Z,Michigan,Big Ten,24,235,Memphis,FBS Independents,7
9,1995,1995-09-09T00:00:00.000Z,Michigan State,Big Ten,10,158,Nebraska,Big 8,50
10,1995,1995-09-09T00:00:00.000Z,Purdue,Big Ten,28,87,Notre Dame,FBS Independents,35
11,1995,1995-09-09T00:00:00.000Z,Oregon,Pac-10,34,356,Illinois,Big Ten,31
12,1995,1995-09-09T00:00:00.000Z,Penn State,Big Ten,24,2641,Texas Tech,Southwest,23
13,1995,1995-09-16T00:00:00.000Z,Illinois,Big Ten,9,12,Arizona,Pac-10,7
14,1995,1995-09-16T00:00:00.000Z,Iowa State,Big 8,10,2294,Iowa,Big Ten,27
15,1995,1995-09-16T00:00:00.000Z,Indiana,Big Ten,10,96,Kentucky,SEC,17
16,1995,1995-09-16T00:00:00.000Z,Northwestern,Big Ten,28,193,Miami (OH),Mid-American,30
17,1995,1995-09-16T00:00:00.000Z,Boston College,Big East,13,130,Michigan,Big Ten,23
18,1995,1995-09-16T00:00:00.000Z,Louisville,FBS Independents,7,127,Michigan State,Big Ten,30
19,1995,1995-09-16T00:00:00.000Z,Minnesota,Big Ten,31,2050,Ball State,Mid-American,7
20,1995,1995-09-16T00:00:00.000Z,Ohio State,Big Ten,30,264,Washington,Pac-10,20
21,1995,1995-09-16T00:00:00.000Z,Penn State,Big Ten,66,218,Temple,Big East,14
22,1995,1995-09-16T00:00:00.000Z,Wisconsin,Big Ten,24,24,Stanford,Pac-10,24
23,1995,1995-09-23T00:00:00.000Z,Illinois,Big Ten,7,151,East Carolina,FBS Independents,0
24,1995,1995-09-23T00:00:00.000Z,Indiana,Big Ten,27,2572,Southern Mississippi,FBS Independents,26
25,1995,1995-09-23T00:00:00.000Z,Michigan State,Big Ten,35,2509,Purdue,Big Ten,35
26,1995,1995-09-23T00:00:00.000Z,Northwestern,Big Ten,30,2005,Air Force,Western Athletic,6
27,1995,1995-09-23T00:00:00.000Z,Pittsburgh,Big East,14,194,Ohio State,Big Ten,54
28,1995,1995-09-23T00:00:00.000Z,Rutgers,Big East,34,213,Penn State,Big Ten,59
29,1995,1995-09-23T00:00:00.000Z,Syracuse,Big East,27,135,Minnesota,Big Ten,17
30,1995,1995-09-23T00:00:00.000Z,Wisconsin,Big Ten,42,2567,SMU,Southwest,0
31,1995,1995-09-30T00:00:00.000Z,Iowa,Big Ten,59,166,New Mexico State,Big West,21
32,1995,1995-09-30T00:00:00.000Z,Michigan,Big Ten,38,193,Miami (OH),Mid-American,19
33,1995,1995-09-30T00:00:00.000Z,Michigan State,Big Ten,25,103,Boston College,Big East,21
34,1995,1995-09-30T00:00:00.000Z,Minnesota,Big Ten,55,2032,Arkansas State,Big West,7
35,1995,1995-09-30T00:00:00.000Z,Northwestern,Big Ten,31,84,Indiana,Big Ten,7
36,1995,1995-09-30T00:00:00.000Z,Ohio State,Big Ten,45,87,Notre Dame,FBS Independents,26
37,1995,1995-09-30T00:00:00.000Z,Purdue,Big Ten,35,2050,Ball State,Mid-American,13
38,1995,1995-09-30T00:00:00.000Z,Penn State,Big Ten,9,275,Wisconsin,Big Ten,17
39,1995,1995-10-07T00:00:00.000Z,Indiana,Big Ten,10,356,Illinois,Big Ten,17
40,1995,1995-10-07T00:00:00.000Z,Michigan State,Big Ten,7,2294,Iowa,Big Ten,21
41,1995,1995-10-07T00:00:00.000Z,Minnesota,Big Ten,39,2509,Purdue,Big Ten,38
42,1995,1995-10-07T00:00:00.000Z,Michigan,Big Ten,13,77,Northwestern,Big Ten,19
43,1995,1995-10-07T00:00:00.000Z,Penn State,Big Ten,25,194,Ohio State,Big Ten,28
44,1995,1995-10-14T00:00:00.000Z,Iowa,Big Ten,22,84,Indiana,Big Ten,13
45,1995,1995-10-14T00:00:00.000Z,Illinois,Big Ten,21,127,Michigan State,Big Ten,27
46,1995,1995-10-14T00:00:00.000Z,Minnesota,Big Ten,17,77,Northwestern,Big Ten,27
47,1995,1995-10-14T00:00:00.000Z,Wisconsin,Big Ten,16,194,Ohio State,Big Ten,27
48,1995,1995-10-14T00:00:00.000Z,Purdue,Big Ten,23,213,Penn State,Big Ten,26
49,1995,1995-10-21T00:00:00.000Z,Indiana,Big Ten,17,130,Michigan,Big Ten,34
50,1995,1995-10-21T00:00:00.000Z,Michigan State,Big Ten,34,135,Minnesota,Big Ten,31
51,1995,1995-10-21T00:00:00.000Z,Northwestern,Big Ten,35,275,Wisconsin,Big Ten,0
52,1995,1995-10-21T00:00:00.000Z,Ohio State,Big Ten,28,2509,Purdue,Big Ten,0
53,1995,1995-10-21T00:00:00.000Z,Iowa,Big Ten,27,213,Penn State,Big Ten,41
54,1995,1995-10-28T00:00:00.000Z,Michigan,Big Ten,52,135,Minnesota,Big Ten,17
55,1995,1995-10-28T00:00:00.000Z,Illinois,Big Ten,14,77,Northwestern,Big Ten,17
56,1995,1995-10-28T00:00:00.000Z,Ohio State,Big Ten,56,2294,Iowa,Big Ten,35
57,1995,1995-10-28T00:00:00.000Z,Penn State,Big Ten,45,84,Indiana,Big Ten,21
58,1995,1995-10-28T00:00:00.000Z,Wisconsin,Big Ten,45,127,Michigan State,Big Ten,14
59,1995,1995-11-04T00:00:00.000Z,Iowa,Big Ten,7,356,Illinois,Big Ten,26
60,1995,1995-11-04T00:00:00.000Z,Michigan State,Big Ten,28,130,Michigan,Big Ten,25
61,1995,1995-11-04T00:00:00.000Z,Northwestern,Big Ten,21,213,Penn State,Big Ten,10
62,1995,1995-11-04T00:00:00.000Z,Minnesota,Big Ten,21,194,Ohio State,Big Ten,49
63,1995,1995-11-04T00:00:00.000Z,Purdue,Big Ten,38,275,Wisconsin,Big Ten,27
64,1995,1995-11-11T00:00:00.000Z,Michigan,Big Ten,5,2509,Purdue,Big Ten,0
65,1995,1995-11-11T00:00:00.000Z,Indiana,Big Ten,13,127,Michigan State,Big Ten,31
66,1995,1995-11-11T00:00:00.000Z,Northwestern,Big Ten,31,2294,Iowa,Big Ten,20
67,1995,1995-11-11T00:00:00.000Z,Ohio State,Big Ten,41,356,Illinois,Big Ten,3
68,1995,1995-11-11T00:00:00.000Z,Minnesota,Big Ten,27,275,Wisconsin,Big Ten,34
69,1995,1995-11-18T00:00:00.000Z,Illinois,Big Ten,48,135,Minnesota,Big Ten,14
70,1995,1995-11-18T00:00:00.000Z,Wisconsin,Big Ten,20,2294,Iowa,Big Ten,33
71,1995,1995-11-18T00:00:00.000Z,Purdue,Big Ten,8,77,Northwestern,Big Ten,23
72,1995,1995-11-18T00:00:00.000Z,Ohio State,Big Ten,42,84,Indiana,Big Ten,3
73,1995,1995-11-18T00:00:00.000Z,Penn State,Big Ten,27,130,Michigan,Big Ten,17
74,1995,1995-11-24T00:00:00.000Z,Indiana,Big Ten,14,2509,Purdue,Big Ten,51
75,1995,1995-11-25T00:00:00.000Z,Illinois,Big Ten,3,275,Wisconsin,Big Ten,3
76,1995,1995-11-25T00:00:00.000Z,Iowa,Big Ten,45,135,Minnesota,Big Ten,3
77,1995,1995-11-25T00:00:00.000Z,Michigan,Big Ten,31,194,Ohio State,Big Ten,23
78,1995,1995-11-25T00:00:00.000Z,Michigan State,Big Ten,20,213,Penn State,Big Ten,24
0,1996,1996-08-25T00:00:00.000Z,Penn State,Big Ten,24,30,USC,Pac-10,7
1,1996,1996-08-31T00:00:00.000Z,Michigan,Big Ten,20,356,Illinois,Big Ten,8
2,1996,1996-08-31T00:00:00.000Z,Michigan State,Big Ten,52,2509,Purdue,Big Ten,14
3,1996,1996-09-07T00:00:00.000Z,Toledo,Mid-American,6,84,Indiana,Big Ten,40
4,1996,1996-09-07T00:00:00.000Z,Iowa,Big Ten,21,12,Arizona,Pac-10,20
5,1996,1996-09-07T00:00:00.000Z,Louisiana Monroe,FBS Independents,3,135,Minnesota,Big Ten,30
6,1996,1996-09-07T00:00:00.000Z,Nebraska,Big 12,55,127,Michigan State,Big Ten,14
7,1996,1996-09-07T00:00:00.000Z,Ohio State,Big Ten,70,242,Rice,Western Athletic,7
8,1996,1996-09-07T00:00:00.000Z,Penn State,Big Ten,24,97,Louisville,Conference USA,7
9,1996,1996-09-07T00:00:00.000Z,Illinois,Big Ten,3,30,USC,Pac-10,55
10,1996,1996-09-07T00:00:00.000Z,Wake Forest,ACC,28,77,Northwestern,Big Ten,27
11,1996,1996-09-07T00:00:00.000Z,Wisconsin,Big Ten,24,2199,Eastern Michigan,Mid-American,3
12,1996,1996-09-14T00:00:00.000Z,Arizona,Pac-10,41,356,Illinois,Big Ten,0
13,1996,1996-09-14T00:00:00.000Z,Indiana,Big Ten,21,193,Miami (OH),Mid-American,14
14,1996,1996-09-14T00:00:00.000Z,Iowa,Big Ten,38,66,Iowa State,Big 12,13
15,1996,1996-09-14T00:00:00.000Z,Colorado,Big 12,13,130,Michigan,Big Ten,20
16,1996,1996-09-14T00:00:00.000Z,Minnesota,Big Ten,26,2050,Ball State,Mid-American,23
17,1996,1996-09-14T00:00:00.000Z,Duke,ACC,13,77,Northwestern,Big Ten,38
18,1996,1996-09-14T00:00:00.000Z,Notre Dame,FBS Independents,35,2509,Purdue,Big Ten,0
19,1996,1996-09-14T00:00:00.000Z,Penn State,Big Ten,49,2459,Northern Illinois,FBS Independents,0
20,1996,1996-09-14T00:00:00.000Z,UNLV,Western Athletic,17,275,Wisconsin,Big Ten,52
21,1996,1996-09-21T00:00:00.000Z,Illinois,Big Ten,38,2006,Akron,Mid-American,7
