,season,start_date,home_team,home_conference,home_points,away_id,away_team,away_conference,away_points
2,2001,2001-09-01T12:10:00.000Z,Iowa,Big Ten,51,2309,Kent State,Mid-American,0
3,2001,2001-09-01T15:30:00.000Z,Michigan,Big Ten,31,193,Miami (OH),Mid-American,13
4,2001,2001-09-01T15:30:00.000Z,California,Pac-10,17,356,Illinois,Big Ten,44
5,2001,2001-09-01T20:00:00.000Z,Oregon,Pac-10,31,275,Wisconsin,Big Ten,28
6,2001,2001-09-01T20:00:00.000Z,Penn State,Big Ten,7,2390,Miami,Big East,33
7,2001,2001-09-02T14:30:00.000Z,Cincinnati,Conference USA,14,2509,Purdue,Big Ten,19
8,2001,2001-09-06T19:30:00.000Z,NC State,ACC,35,84,Indiana,Big Ten,14
9,2001,2001-09-07T20:00:00.000Z,UNLV,Mountain West,28,77,Northwestern,Big Ten,37
10,2001,2001-09-08T12:10:00.000Z,Illinois,Big Ten,17,2459,Northern Illinois,Mid-American,12
11,2001,2001-09-08T12:10:00.000Z,Wisconsin,Big Ten,20,278,Fresno State,Western Athletic,32
12,2001,2001-09-08T12:10:00.000Z,Ohio State,Big Ten,28,2006,Akron,Mid-American,14
13,2001,2001-09-08T12:10:00.000Z,Iowa,Big Ten,44,193,Miami (OH),Mid-American,19
14,2001,2001-09-08T13:00:00.000Z,Michigan State,Big Ten,35,2117,Central Michigan,Mid-American,21
15,2001,2001-09-08T14:30:00.000Z,Minnesota,Big Ten,44,309,Louisiana,Sun Belt,14
16,2001,2001-09-08T15:30:00.000Z,Washington,Pac-10,23,130,Michigan,Big Ten,18
17,2001,2001-09-22T12:10:00.000Z,Michigan,Big Ten,38,2711,Western Michigan,Mid-American,21
18,2001,2001-09-22T12:10:00.000Z,Illinois,Big Ten,34,97,Louisville,Conference USA,10
19,2001,2001-09-22T12:10:00.000Z,Purdue,Big Ten,33,2006,Akron,Mid-American,14
20,2001,2001-09-22T12:10:00.000Z,Penn State,Big Ten,6,275,Wisconsin,Big Ten,18
21,2001,2001-09-22T14:30:00.000Z,Notre Dame,FBS Independents,10,127,Michigan State,Big Ten,17
22,2001,2001-09-22T15:30:00.000Z,UCLA,Pac-10,13,194,Ohio State,Big Ten,6
23,2001,2001-09-22T17:00:00.000Z,Indiana,Big Ten,26,254,Utah,Mountain West,28
24,2001,2001-09-22T18:00:00.000Z,Duke,ACC,7,77,Northwestern,Big Ten,44
25,2001,2001-09-29T12:10:00.000Z,Iowa,Big Ten,24,213,Penn State,Big Ten,18
26,2001,2001-09-29T12:10:00.000Z,Northwestern,Big Ten,27,127,Michigan State,Big Ten,26
27,2001,2001-09-29T12:10:00.000Z,Minnesota,Big Ten,28,2509,Purdue,Big Ten,35
28,2001,2001-09-29T12:10:00.000Z,Indiana,Big Ten,14,194,Ohio State,Big Ten,27
29,2001,2001-09-29T14:05:00.000Z,Wisconsin,Big Ten,24,98,Western Kentucky,,6
30,2001,2001-09-29T15:30:00.000Z,Michigan,Big Ten,45,356,Illinois,Big Ten,20
31,2001,2001-10-06T12:10:00.000Z,Illinois,Big Ten,25,135,Minnesota,Big Ten,14
32,2001,2001-10-06T12:10:00.000Z,Purdue,Big Ten,23,2294,Iowa,Big Ten,14
33,2001,2001-10-06T14:05:00.000Z,Wisconsin,Big Ten,32,84,Indiana,Big Ten,63
34,2001,2001-10-06T15:30:00.000Z,Penn State,Big Ten,0,130,Michigan,Big Ten,20
35,2001,2001-10-06T19:45:00.000Z,Ohio State,Big Ten,38,77,Northwestern,Big Ten,20
36,2001,2001-10-13T12:00:00.000Z,Northwestern,Big Ten,23,135,Minnesota,Big Ten,17
37,2001,2001-10-13T12:10:00.000Z,Michigan State,Big Ten,31,2294,Iowa,Big Ten,28
38,2001,2001-10-13T12:10:00.000Z,Michigan,Big Ten,24,2509,Purdue,Big Ten,10
39,2001,2001-10-13T14:00:00.000Z,Indiana,Big Ten,14,356,Illinois,Big Ten,35
40,2001,2001-10-13T15:30:00.000Z,Ohio State,Big Ten,17,275,Wisconsin,Big Ten,20
41,2001,2001-10-20T00:00:00.000Z,Northwestern,Big Ten,35,213,Penn State,Big Ten,38
42,2001,2001-10-20T00:00:00.000Z,Illinois,Big Ten,42,275,Wisconsin,Big Ten,35
43,2001,2001-10-20T00:00:00.000Z,Iowa,Big Ten,42,84,Indiana,Big Ten,28
44,2001,2001-10-20T00:00:00.000Z,Minnesota,Big Ten,28,127,Michigan State,Big Ten,19
45,2001,2001-10-20T00:00:00.000Z,Ohio State,Big Ten,27,21,San Diego State,Mountain West,12
46,2001,2001-10-27T12:10:00.000Z,Wisconsin,Big Ten,28,127,Michigan State,Big Ten,42
47,2001,2001-10-27T12:10:00.000Z,Penn State,Big Ten,29,194,Ohio State,Big Ten,27
48,2001,2001-10-27T12:10:00.000Z,Purdue,Big Ten,32,77,Northwestern,Big Ten,27
49,2001,2001-10-27T14:35:00.000Z,Minnesota,Big Ten,66,93,Murray State,,10
50,2001,2001-10-27T15:30:00.000Z,Iowa,Big Ten,26,130,Michigan,Big Ten,32
51,2001,2001-11-03T13:10:00.000Z,Penn State,Big Ten,38,2572,Southern Mississippi,Conference USA,20
52,2001,2001-11-03T13:10:00.000Z,Wisconsin,Big Ten,34,2294,Iowa,Big Ten,28
53,2001,2001-11-03T13:10:00.000Z,Purdue,Big Ten,13,356,Illinois,Big Ten,38
54,2001,2001-11-03T14:00:00.000Z,Indiana,Big Ten,56,77,Northwestern,Big Ten,21
55,2001,2001-11-03T16:30:00.000Z,Michigan State,Big Ten,26,130,Michigan,Big Ten,24
56,2001,2001-11-03T20:45:00.000Z,Minnesota,Big Ten,28,194,Ohio State,Big Ten,31
57,2001,2001-11-10T12:10:00.000Z,Northwestern,Big Ten,16,2294,Iowa,Big Ten,59
58,2001,2001-11-10T12:10:00.000Z,Michigan State,Big Ten,28,84,Indiana,Big Ten,37
59,2001,2001-11-10T12:10:00.000Z,Ohio State,Big Ten,35,2509,Purdue,Big Ten,9
60,2001,2001-11-10T12:10:00.000Z,Michigan,Big Ten,31,135,Minnesota,Big Ten,10
61,2001,2001-11-10T15:30:00.000Z,Illinois,Big Ten,33,213,Penn State,Big Ten,28
62,2001,2001-11-17T12:00:00.000Z,Northwestern,Big Ten,42,189,Bowling Green,Mid-American,43
63,2001,2001-11-17T12:10:00.000Z,Purdue,Big Ten,24,127,Michigan State,Big Ten,14
64,2001,2001-11-17T12:10:00.000Z,Ohio State,Big Ten,22,356,Illinois,Big Ten,34
65,2001,2001-11-17T12:10:00.000Z,Penn State,Big Ten,28,84,Indiana,Big Ten,14
66,2001,2001-11-17T13:10:00.000Z,Iowa,Big Ten,42,135,Minnesota,Big Ten,24
67,2001,2001-11-17T15:30:00.000Z,Wisconsin,Big Ten,17,130,Michigan,Big Ten,20
68,2001,2001-11-22T13:00:00.000Z,Illinois,Big Ten,34,77,Northwestern,Big Ten,28
69,2001,2001-11-24T12:10:00.000Z,Minnesota,Big Ten,42,275,Wisconsin,Big Ten,31
70,2001,2001-11-24T12:10:00.000Z,Indiana,Big Ten,13,2509,Purdue,Big Ten,7
71,2001,2001-11-24T12:30:00.000Z,Iowa State,Big 12,17,2294,Iowa,Big Ten,14
72,2001,2001-11-24T13:00:00.000Z,Michigan,Big Ten,20,194,Ohio State,Big Ten,26
73,2001,2001-11-24T15:30:00.000Z,Michigan State,Big Ten,37,213,Penn State,Big Ten,42
74,2001,2001-12-01T10:06:00.000Z,Michigan State,Big Ten,55,142,Missouri,Big 12,7
75,2001,2001-12-01T12:00:00.000Z,Virginia,ACC,20,213,Penn State,Big Ten,14
76,2001,2001-12-01T13:00:00.000Z,Indiana,Big Ten,26,96,Kentucky,SEC,15
77,2001,2001-12-01T16:30:00.000Z,Purdue,Big Ten,18,87,Notre Dame,FBS Independents,24
0,2002,2002-08-23T20:00:00.000Z,Wisconsin,Big Ten,23,278,Fresno State,Western Athletic,21
1,2002,2002-08-24T14:30:00.000Z,Ohio State,Big Ten,45,2641,Texas Tech,Big 12,21
2,2002,2002-08-31T12:00:00.000Z,Air Force,Mountain West,52,77,Northwestern,Big Ten,3
3,2002,2002-08-31T12:00:00.000Z,Michigan,Big Ten,31,264,Washington,Pac-10,29
4,2002,2002-08-31T12:00:00.000Z,Iowa,Big Ten,57,2006,Akron,Mid-American,21
5,2002,2002-08-31T12:10:00.000Z,Penn State,Big Ten,27,2116,UCF,Mid-American,24
6,2002,2002-08-31T14:00:00.000Z,Purdue,Big Ten,51,2287,Illinois State,,10
7,2002,2002-08-31T15:30:00.000Z,Michigan State,Big Ten,56,2199,Eastern Michigan,Mid-American,7
8,2002,2002-08-31T15:30:00.000Z,Illinois,Big Ten,20,142,Missouri,Big 12,33
9,2002,2002-08-31T17:00:00.000Z,Indiana,Big Ten,25,2729,William & Mary,,17
10,2002,2002-08-31T19:00:00.000Z,Minnesota,Big Ten,42,326,Texas State,,0
11,2002,2002-08-31T20:45:00.000Z,UNLV,Mountain West,7,275,Wisconsin,Big Ten,27
12,2002,2002-09-07T12:00:00.000Z,Southern Mississippi,Conference USA,23,356,Illinois,Big Ten,20
13,2002,2002-09-07T12:10:00.000Z,Ohio State,Big Ten,51,2309,Kent State,Mid-American,17
14,2002,2002-09-07T12:10:00.000Z,Michigan,Big Ten,35,2711,Western Michigan,Mid-American,12
15,2002,2002-09-07T12:10:00.000Z,Wisconsin,Big Ten,34,277,West Virginia,Big East,17
16,2002,2002-09-07T12:10:00.000Z,Miami (OH),Mid-American,24,2294,Iowa,Big Ten,29
17,2002,2002-09-07T13:00:00.000Z,Northwestern,Big Ten,24,2628,TCU,Conference USA,48
18,2002,2002-09-07T13:00:00.000Z,Notre Dame,FBS Independents,24,2509,Purdue,Big Ten,17
19,2002,2002-09-07T13:05:00.000Z,Michigan State,Big Ten,27,242,Rice,Western Athletic,10
20,2002,2002-09-07T20:00:00.000Z,Louisiana,Sun Belt,11,135,Minnesota,Big Ten,35
21,2002,2002-09-07T20:00:00.000Z,Utah,Mountain West,40,84,Indiana,Big Ten,13
22,2002,2002-09-14T12:00:00.000Z,Illinois,Big Ten,59,2032,Arkansas State,Sun Belt,7
23,2002,2002-09-14T12:10:00.000Z,Michigan State,Big Ten,22,25,California,Pac-10,46
24,2002,2002-09-14T12:10:00.000Z,Wisconsin,Big Ten,24,2459,Northern Illinois,Mid-American,21
25,2002,2002-09-14T13:00:00.000Z,Northwestern,Big Ten,26,150,Duke,ACC,21
26,2002,2002-09-14T14:00:00.000Z,Purdue,Big Ten,28,2711,Western Michigan,Mid-American,24
27,2002,2002-09-14T14:30:00.000Z,Notre Dame,FBS Independents,25,130,Michigan,Big Ten,23
28,2002,2002-09-14T14:30:00.000Z,Minnesota,Big Ten,31,2649,Toledo,Mid-American,21
29,2002,2002-09-14T15:30:00.000Z,Ohio State,Big Ten,25,265,Washington State,Pac-10,7
30,2002,2002-09-14T18:05:00.000Z,Iowa,Big Ten,31,66,Iowa State,Big 12,36
31,2002,2002-09-14T19:00:00.000Z,Kentucky,SEC,27,84,Indiana,Big Ten,17
32,2002,2002-09-14T20:00:00.000Z,Penn State,Big Ten,40,158,Nebraska,Big 12,7
33,2002,2002-09-21T12:05:00.000Z,Navy,FBS Independents,40,77,Northwestern,Big Ten,49
34,2002,2002-09-21T12:10:00.000Z,Penn State,Big Ten,49,2348,Louisiana Tech,Western Athletic,17
35,2002,2002-09-21T12:10:00.000Z,Michigan,Big Ten,10,254,Utah,Mountain West,7
36,2002,2002-09-21T12:10:00.000Z,Wisconsin,Big Ten,31,12,Arizona,Pac-10,10
37,2002,2002-09-21T14:00:00.000Z,Illinois,Big Ten,35,23,San José State,Western Athletic,38
38,2002,2002-09-21T14:00:00.000Z,Purdue,Big Ten,21,154,Wake Forest,ACC,24
39,2002,2002-09-21T14:30:00.000Z,Minnesota,Big Ten,41,2084,Buffalo,Mid-American,17
40,2002,2002-09-21T15:30:00.000Z,Cincinnati,Conference USA,19,194,Ohio State,Big Ten,23
41,2002,2002-09-21T15:30:00.000Z,Michigan State,Big Ten,17,87,Notre Dame,FBS Independents,21
42,2002,2002-09-21T15:30:00.000Z,Iowa,Big Ten,48,328,Utah State,FBS Independents,7
43,2002,2002-09-21T17:00:00.000Z,Indiana,Big Ten,39,2117,Central Michigan,Mid-American,29
44,2002,2002-09-28T12:05:00.000Z,Penn State,Big Ten,35,2294,Iowa,Big Ten,42
45,2002,2002-09-28T12:10:00.000Z,Ohio State,Big Ten,45,84,Indiana,Big Ten,17
46,2002,2002-09-28T13:05:00.000Z,Michigan State,Big Ten,39,77,Northwestern,Big Ten,24
47,2002,2002-09-28T15:30:00.000Z,Illinois,Big Ten,28,130,Michigan,Big Ten,45
48,2002,2002-09-28T18:00:00.000Z,Purdue,Big Ten,28,135,Minnesota,Big Ten,15
49,2002,2002-10-03T20:00:00.000Z,Minnesota,Big Ten,31,356,Illinois,Big Ten,10
50,2002,2002-10-05T12:00:00.000Z,Iowa,Big Ten,31,2509,Purdue,Big Ten,28
51,2002,2002-10-05T15:30:00.000Z,Wisconsin,Big Ten,31,213,Penn State,Big Ten,34
52,2002,2002-10-05T19:00:00.000Z,Northwestern,Big Ten,16,194,Ohio State,Big Ten,27
53,2002,2002-10-10T20:00:00.000Z,Minnesota,Big Ten,45,77,Northwestern,Big Ten,42
54,2002,2002-10-12T12:00:00.000Z,Iowa,Big Ten,44,127,Michigan State,Big Ten,16
55,2002,2002-10-12T12:10:00.000Z,Ohio State,Big Ten,50,23,San José State,Western Athletic,7
56,2002,2002-10-12T12:10:00.000Z,Indiana,Big Ten,32,275,Wisconsin,Big Ten,29
57,2002,2002-10-12T13:00:00.000Z,Illinois,Big Ten,38,2509,Purdue,Big Ten,31
58,2002,2002-10-12T15:30:00.000Z,Michigan,Big Ten,27,213,Penn State,Big Ten,24
59,2002,2002-10-19T12:05:00.000Z,Purdue,Big Ten,21,130,Michigan,Big Ten,23
60,2002,2002-10-19T12:05:00.000Z,Penn State,Big Ten,49,77,Northwestern,Big Ten,0
61,2002,2002-10-19T12:10:00.000Z,Indiana,Big Ten,8,2294,Iowa,Big Ten,24
62,2002,2002-10-19T12:10:00.000Z,Michigan State,Big Ten,7,135,Minnesota,Big Ten,28
63,2002,2002-10-19T15:30:00.000Z,Wisconsin,Big Ten,14,194,Ohio State,Big Ten,19
64,2002,2002-10-26T12:00:00.000Z,Northwestern,Big Ten,13,2509,Purdue,Big Ten,42
65,2002,2002-10-26T12:10:00.000Z,Michigan,Big Ten,9,2294,Iowa,Big Ten,34
66,2002,2002-10-26T14:00:00.000Z,Illinois,Big Ten,45,84,Indiana,Big Ten,14
67,2002,2002-10-26T15:30:00.000Z,Ohio State,Big Ten,13,213,Penn State,Big Ten,7
68,2002,2002-10-26T19:05:00.000Z,Michigan State,Big Ten,24,275,Wisconsin,Big Ten,42
69,2002,2002-11-02T13:05:00.000Z,Michigan,Big Ten,49,127,Michigan State,Big Ten,3
70,2002,2002-11-02T13:05:00.000Z,Iowa,Big Ten,20,275,Wisconsin,Big Ten,3
71,2002,2002-11-02T13:10:00.000Z,Northwestern,Big Ten,41,84,Indiana,Big Ten,37
72,2002,2002-11-02T16:30:00.000Z,Ohio State,Big Ten,34,135,Minnesota,Big Ten,3
73,2002,2002-11-02T16:30:00.000Z,Penn State,Big Ten,18,356,Illinois,Big Ten,7
74,2002,2002-11-09T12:00:00.000Z,Purdue,Big Ten,6,194,Ohio State,Big Ten,10
75,2002,2002-11-09T12:05:00.000Z,Iowa,Big Ten,62,77,Northwestern,Big Ten,10
76,2002,2002-11-09T12:10:00.000Z,Wisconsin,Big Ten,20,356,Illinois,Big Ten,37
77,2002,2002-11-09T13:00:00.000Z,Indiana,Big Ten,21,127,Michigan State,Big Ten,56
78,2002,2002-11-09T15:30:00.000Z,Penn State,Big Ten,35,258,Virginia,ACC,14
79,2002,2002-11-09T19:45:00.000Z,Minnesota,Big Ten,24,130,Michigan,Big Ten,41
80,2002,2002-11-16T12:05:00.000Z,Minnesota,Big Ten,21,2294,Iowa,Big Ten,45
81,2002,2002-11-16T12:05:00.000Z,Michigan,Big Ten,21,275,Wisconsin,Big Ten,14
82,2002,2002-11-16T12:10:00.000Z,Michigan State,Big Ten,42,2509,Purdue,Big Ten,45
83,2002,2002-11-16T15:30:00.000Z,Indiana,Big Ten,25,213,Penn State,Big Ten,58
84,2002,2002-11-16T15:30:00.000Z,Illinois,Big Ten,16,194,Ohio State,Big Ten,23
85,2002,2002-11-23T12:00:00.000Z,Northwestern,Big Ten,24,356,Illinois,Big Ten,31
86,2002,2002-11-23T12:05:00.000Z,Wisconsin,Big Ten,49,135,Minnesota,Big Ten,31
87,2002,2002-11-23T12:15:00.000Z,Ohio State,Big Ten,14,130,Michigan,Big Ten,9
88,2002,2002-11-23T15:30:00.000Z,Penn State,Big Ten,61,127,Michigan State,Big Ten,7
89,2002,2002-11-23T15:30:00.000Z,Purdue,Big Ten,34,84,Indiana,Big Ten,10
0,2003,2003-08-30T12:00:00.000Z,Connecticut,FBS Independents,34,84,Indiana,Big Ten,10
1,2003,2003-08-30T12:00:00.000Z,Missouri,Big 12,22,356,Illinois,Big Ten,15
2,2003,2003-08-30T12:00:00.000Z,West Virginia,Big East,17,275,Wisconsin,Big Ten,24
3,2003,2003-08-30T12:05:00.000Z,Iowa,Big Ten,21,193,Miami (OH),Mid-American,3
4,2003,2003-08-30T12:10:00.000Z,Michigan,Big Ten,45,2117,Central Michigan,Mid-American,7
5,2003,2003-08-30T15:30:00.000Z,Penn State,Big Ten,23,218,Temple,Big East,10
6,2003,2003-08-30T15:40:00.000Z,Michigan State,Big Ten,26,2711,Western Michigan,Mid-American,21
7,2003,2003-08-30T19:00:00.000Z,Minnesota,Big Ten,49,202,Tulsa,Western Athletic,10
8,2003,2003-08-30T19:00:00.000Z,Kansas,Big 12,20,77,Northwestern,Big Ten,28
9,2003,2003-08-30T20:10:00.000Z,Ohio State,Big Ten,28,264,Washington,Pac-10,9
10,2003,2003-09-06T12:00:00.000Z,Illinois,Big Ten,49,2287,Illinois State,,22
11,2003,2003-09-06T12:00:00.000Z,Michigan,Big Ten,50,248,Houston,Conference USA,3
12,2003,2003-09-06T12:00:00.000Z,Penn State,Big Ten,14,103,Boston College,Big East,27
13,2003,2003-09-06T12:10:00.000Z,Ohio State,Big Ten,16,21,San Diego State,Mountain West,13
14,2003,2003-09-06T12:10:00.000Z,Iowa,Big Ten,56,2084,Buffalo,Mid-American,7
15,2003,2003-09-06T13:00:00.000Z,Purdue,Big Ten,26,189,Bowling Green,Mid-American,27
16,2003,2003-09-06T13:00:00.000Z,Northwestern,Big Ten,21,2005,Air Force,Mountain West,22
17,2003,2003-09-06T15:30:00.000Z,Wisconsin,Big Ten,48,2006,Akron,Mid-American,31
18,2003,2003-09-06T15:40:00.000Z,Michigan State,Big Ten,44,164,Rutgers,Big East,28
19,2003,2003-09-06T16:00:00.000Z,Washington,Pac-10,38,84,Indiana,Big Ten,13
20,2003,2003-09-06T20:10:00.000Z,Minnesota,Big Ten,48,2653,Troy,FBS Independents,7
21,2003,2003-09-13T12:00:00.000Z,Wisconsin,Big Ten,5,2439,UNLV,Mountain West,23
22,2003,2003-09-13T12:00:00.000Z,Northwestern,Big Ten,14,193,Miami (OH),Mid-American,44
23,2003,2003-09-13T12:00:00.000Z,Wake Forest,ACC,10,2509,Purdue,Big Ten,16
24,2003,2003-09-13T12:10:00.000Z,Ohio State,Big Ten,44,152,NC State,ACC,38
25,2003,2003-09-13T12:10:00.000Z,Michigan State,Big Ten,19,2348,Louisiana Tech,Western Athletic,20
26,2003,2003-09-13T12:30:00.000Z,Iowa State,Big 12,21,2294,Iowa,Big Ten,40
27,2003,2003-09-13T15:00:00.000Z,Ohio,Mid-American,20,135,Minnesota,Big Ten,42
28,2003,2003-09-13T15:30:00.000Z,Michigan,Big Ten,38,87,Notre Dame,FBS Independents,0
29,2003,2003-09-13T19:00:00.000Z,Indiana,Big Ten,33,282,Indiana State,,3
30,2003,2003-09-13T20:00:00.000Z,Nebraska,Big 12,18,213,Penn State,Big Ten,10
31,2003,2003-09-13T20:00:00.000Z,UCLA,Pac-10,6,356,Illinois,Big Ten,3
32,2003,2003-09-20T12:00:00.000Z,Wisconsin,Big Ten,38,153,North Carolina,ACC,27
33,2003,2003-09-20T12:10:00.000Z,Ohio State,Big Ten,24,189,Bowling Green,Mid-American,17
34,2003,2003-09-20T12:10:00.000Z,Illinois,Big Ten,24,25,California,Pac-10,31
35,2003,2003-09-20T13:00:00.000Z,Purdue,Big Ten,59,12,Arizona,Pac-10,7
36,2003,2003-09-20T13:00:00.000Z,Penn State,Big Ten,32,2309,Kent State,Mid-American,10
37,2003,2003-09-20T14:00:00.000Z,Duke,ACC,10,77,Northwestern,Big Ten,28
38,2003,2003-09-20T14:30:00.000Z,Notre Dame,FBS Independents,16,127,Michigan State,Big Ten,22
39,2003,2003-09-20T15:30:00.000Z,Oregon,Pac-10,31,130,Michigan,Big Ten,27
40,2003,2003-09-20T17:00:00.000Z,Indiana,Big Ten,17,96,Kentucky,SEC,34
41,2003,2003-09-20T18:00:00.000Z,Iowa,Big Ten,21,9,Arizona State,Pac-10,2
42,2003,2003-09-20T20:00:00.000Z,Minnesota,Big Ten,48,309,Louisiana,Sun Belt,14
43,2003,2003-09-27T12:00:00.000Z,Michigan,Big Ten,31,84,Indiana,Big Ten,17
44,2003,2003-09-27T12:00:00.000Z,Penn State,Big Ten,14,135,Minnesota,Big Ten,20
45,2003,2003-09-27T12:10:00.000Z,Michigan State,Big Ten,20,2294,Iowa,Big Ten,10
46,2003,2003-09-27T12:10:00.000Z,Ohio State,Big Ten,20,77,Northwestern,Big Ten,0
47,2003,2003-09-27T15:30:00.000Z,Purdue,Big Ten,23,87,Notre Dame,FBS Independents,10
48,2003,2003-09-27T18:00:00.000Z,Illinois,Big Ten,20,275,Wisconsin,Big Ten,38
49,2003,2003-10-04T12:00:00.000Z,Penn State,Big Ten,23,275,Wisconsin,Big Ten,30
50,2003,2003-10-04T12:00:00.000Z,Northwestern,Big Ten,17,135,Minnesota,Big Ten,42
51,2003,2003-10-04T12:00:00.000Z,Michigan State,Big Ten,31,84,Indiana,Big Ten,3
52,2003,2003-10-04T15:30:00.000Z,Iowa,Big Ten,30,130,Michigan,Big Ten,27
53,2003,2003-10-04T16:30:00.000Z,Purdue,Big Ten,43,356,Illinois,Big Ten,10
54,2003,2003-10-10T20:00:00.000Z,Minnesota,Big Ten,35,130,Michigan,Big Ten,38
55,2003,2003-10-11T12:00:00.000Z,Illinois,Big Ten,14,127,Michigan State,Big Ten,49
56,2003,2003-10-11T12:10:00.000Z,Indiana,Big Ten,31,77,Northwestern,Big Ten,37
57,2003,2003-10-11T15:30:00.000Z,Purdue,Big Ten,28,213,Penn State,Big Ten,14
58,2003,2003-10-11T21:00:00.000Z,Wisconsin,Big Ten,17,194,Ohio State,Big Ten,10
59,2003,2003-10-18T12:00:00.000Z,Michigan,Big Ten,56,356,Illinois,Big Ten,14
60,2003,2003-10-18T12:00:00.000Z,Wisconsin,Big Ten,23,2509,Purdue,Big Ten,26
61,2003,2003-10-18T12:00:00.000Z,Minnesota,Big Ten,38,127,Michigan State,Big Ten,44
62,2003,2003-10-18T15:30:00.000Z,Ohio State,Big Ten,19,2294,Iowa,Big Ten,10
63,2003,2003-10-25T12:00:00.000Z,Northwestern,Big Ten,16,275,Wisconsin,Big Ten,7
64,2003,2003-10-25T12:00:00.000Z,Indiana,Big Ten,6,194,Ohio State,Big Ten,35
65,2003,2003-10-25T12:00:00.000Z,Iowa,Big Ten,26,213,Penn State,Big Ten,14
66,2003,2003-10-25T12:00:00.000Z,Illinois,Big Ten,10,135,Minnesota,Big Ten,36
67,2003,2003-10-25T15:30:00.000Z,Michigan,Big Ten,31,2509,Purdue,Big Ten,3
68,2003,2003-11-01T13:00:00.000Z,Michigan State,Big Ten,20,130,Michigan,Big Ten,27
69,2003,2003-11-01T13:00:00.000Z,Iowa,Big Ten,41,356,Illinois,Big Ten,10
70,2003,2003-11-01T13:00:00.000Z,Purdue,Big Ten,34,77,Northwestern,Big Ten,14
71,2003,2003-11-01T15:00:00.000Z,Minnesota,Big Ten,55,84,Indiana,Big Ten,7
72,2003,2003-11-01T16:30:00.000Z,Penn State,Big Ten,20,194,Ohio State,Big Ten,21
73,2003,2003-11-08T12:00:00.000Z,Minnesota,Big Ten,37,275,Wisconsin,Big Ten,34
74,2003,2003-11-08T12:00:00.000Z,Ohio State,Big Ten,33,127,Michigan State,Big Ten,23
75,2003,2003-11-08T12:00:00.000Z,Northwestern,Big Ten,17,213,Penn State,Big Ten,7
76,2003,2003-11-08T12:10:00.000Z,Indiana,Big Ten,17,356,Illinois,Big Ten,14
77,2003,2003-11-08T15:30:00.000Z,Purdue,Big Ten,27,2294,Iowa,Big Ten,14
78,2003,2003-11-15T12:00:00.000Z,Wisconsin,Big Ten,56,127,Michigan State,Big Ten,21
79,2003,2003-11-15T12:10:00.000Z,Penn State,Big Ten,52,84,Indiana,Big Ten,7
80,2003,2003-11-15T12:10:00.000Z,Iowa,Big Ten,40,135,Minnesota,Big Ten,22
81,2003,2003-11-15T15:30:00.000Z,Northwestern,Big Ten,10,130,Michigan,Big Ten,41
82,2003,2003-11-15T15:30:00.000Z,Ohio State,Big Ten,16,2509,Purdue,Big Ten,13
83,2003,2003-11-22T12:00:00.000Z,Michigan State,Big Ten,41,213,Penn State,Big Ten,10
84,2003,2003-11-22T12:00:00.000Z,Illinois,Big Ten,20,77,Northwestern,Big Ten,37
85,2003,2003-11-22T12:00:00.000Z,Michigan,Big Ten,35,194,Ohio State,Big Ten,21
86,2003,2003-11-22T12:10:00.000Z,Indiana,Big Ten,16,2509,Purdue,Big Ten,24
87,2003,2003-11-22T15:30:00.000Z,Wisconsin,Big Ten,21,2294,Iowa,Big Ten,27
0,2004,2004-09-02T21:30:00.000Z,TCU,Conference USA,48,77,Northwestern,Big Ten,45
1,2004,2004-09-04T12:00:00.000Z,Ohio State,Big Ten,27,2132,Cincinnati,Conference USA,6
2,2004,2004-09-04T12:00:00.000Z,Iowa,Big Ten,39,2309,Kent State,Mid-American,7
3,2004,2004-09-04T12:00:00.000Z,Wisconsin,Big Ten,34,2116,UCF,Mid-American,6
4,2004,2004-09-04T12:00:00.000Z,Michigan,Big Ten,43,193,Miami (OH),Mid-American,10
5,2004,2004-09-04T15:30:00.000Z,Penn State,Big Ten,48,2006,Akron,Mid-American,10
6,2004,2004-09-04T15:30:00.000Z,Rutgers,Big East,19,127,Michigan State,Big Ten,14
7,2004,2004-09-04T18:00:00.000Z,Illinois,Big Ten,52,50,Florida A&M,FBS Independents,13
8,2004,2004-09-04T19:00:00.000Z,Indiana,Big Ten,41,2117,Central Michigan,Mid-American,10
9,2004,2004-09-04T21:00:00.000Z,Minnesota,Big Ten,63,2649,Toledo,Mid-American,21
10,2004,2004-09-05T13:30:00.000Z,Purdue,Big Ten,51,183,Syracuse,Big East,0
11,2004,2004-09-11T12:00:00.000Z,Illinois,Big Ten,17,26,UCLA,Pac-10,35
12,2004,2004-09-11T12:00:00.000Z,Northwestern,Big Ten,21,9,Arizona State,Pac-10,30
13,2004,2004-09-11T12:00:00.000Z,Michigan State,Big Ten,24,2117,Central Michigan,Mid-American,7
14,2004,2004-09-11T12:00:00.000Z,Iowa,Big Ten,17,66,Iowa State,Big 12,10
15,2004,2004-09-11T12:00:00.000Z,Wisconsin,Big Ten,18,2439,UNLV,Mountain West,3
16,2004,2004-09-11T13:00:00.000Z,Purdue,Big Ten,59,2050,Ball State,Mid-American,7
17,2004,2004-09-11T15:30:00.000Z,Minnesota,Big Ten,37,2287,Illinois State,,21
